ID1 ID2 nb_sup2 sum_sup2 Sex1 State1 Region1 Sex2 State2 Region2
LD0310 LD1385 13 39.154 Male Karnataka South Male Odisha East
LD1366 LD0578 19 68.839 Female Delhi North Female Uttar_Pradesh Central
LD0422 LD1198 12 34.689 Male Kerala South Male Assam North-East
LD0844 LD2469 35 164.615 Male Uttar_Pradesh Central Male Uttar_Pradesh Central
LD2710 LD1735 13 46.211 Male Tamil_Nadu South Male Tamil_Nadu South
LD1691 LD0064 69 393.045 Male Kerala South Female Kerala South
LD1020 LD1041 18 80.596 Female Rajasthan North Male Rajasthan North
LD0933 LD1622 10 33.168 Female Karnataka South Female Kerala South
LD0907 LD2707 154 860.664 Male Kerala South Female Kerala South
LD0040 LD2199 15 64.761 Female Tamil_Nadu South Female Tamil_Nadu South
LD2309 LD2398 11 39.698 Male Haryana North Male Haryana North
LD0740 LD1881 9 26.426 Female Uttar_Pradesh Central Female Maharashtra West
LD1861 LD1436 95 581.842 Female Karnataka South Male Karnataka South
LD1436 LD1861 95 581.842 Male Karnataka South Female Karnataka South
LD2328 LD1453 17 69.775 Male Kerala South Male Kerala South
LD1078 LD2335 128 426.776 Female Kerala South Female Kerala South
LD2172 LD1812 17 46.75 Female Rajasthan North Male Uttar_Pradesh Central
LD1522 LD2745 10 31.849 Male Haryana North Female Punjab North
LD2598 LD0379 23 74.444 Male Haryana North Corrected_Female Punjab North
LD0608 LD0426 7 35.382 Female Haryana North Female Punjab North
LD2248 LD0017 15 61.593 Male Kerala South Male Kerala South
LD0635 LD0576 10 31.032 Female Haryana North Female Rajasthan North
LD2597 LD0396 37 136.282 Male Andhra_Pradesh South Female Andhra_Pradesh South
LD1970 LD1405 11 31.906 Female Karnataka South Male Jammu_&_Kashmir North
LD1467 LD2208 21 65.472 Female Uttarakhand Central Male Missing Other
LD0138 LD1535 10 49.474 Female Rajasthan North Female Haryana North
LD1864 LD2322 26 76.767 Female Rajasthan North Female Haryana North
LD1294 LD2662 31 171.066 Male Rajasthan North Female Rajasthan North
LD1555 LD0672 12 42.136 Male Karnataka South Female Odisha East
LD1285 LD1770 9 36.922 Female Haryana North Female Punjab North
LD1030 LD0924 59 356.31 Male Tamil_Nadu South Female Tamil_Nadu South
LD2370 LD1975 11 34.085 Male Tamil_Nadu South Female Uttar_Pradesh Central
LD0414 LD1335 14 43.682 Female Uttar_Pradesh Central Male Uttar_Pradesh Central
LD1034 LD0110 12 40.18 Male Tamil_Nadu South Female Gujarat West
LD0588 LD2177 27 87.185 Female Kerala South Female Kerala South
LD1178 LD1372 65 333.753 Female Tamil_Nadu South Female Tamil_Nadu South
LD0469 LD0221 11 32.908 Male Karnataka South Female Tamil_Nadu South
LD2449 LD1051 14 37.394 Female Tamil_Nadu South Female Tamil_Nadu South
LD2651 LD1714 11 33.332 Female Haryana North Male Rajasthan North
LD1787 LD0514 15 47.07 Male Karnataka South Female Karnataka South
LD0359 LD0226 52 185.921 Female Uttar_Pradesh Central Female Punjab North
LD0913 LD0574 34 189.497 Female Tamil_Nadu South Male Tamil_Nadu South
LD1114 LD0553 85 499.507 Female Karnataka South Male Karnataka South
LD0611 LD2194 12 32.529 Male Uttarakhand Central Male Uttarakhand Central
LD0059 LD1536 11 36.091 Male Kerala South Male Kerala South
LD1805 LD1169 14 45.971 Male Haryana North Male West_Bengal East
LD1502 LD2417 9 35.603 Female Rajasthan North Female Haryana North
LD2677 LD2194 12 32.986 Female Karnataka South Male Uttarakhand Central
LD0166 LD0417 12 36.763 Male Haryana North Female Rajasthan North
LD2591 LD1373 19 64.76 Female Rajasthan North Male Rajasthan North
LD1583 LD2630 12 33.116 Male Tamil_Nadu South Male Tamil_Nadu South
LD2397 LD2362 15 45.55 Female Rajasthan North Female Rajasthan North
LD0703 LD0066 37 115.799 Female Rajasthan North Male Rajasthan North
LD1798 LD2661 53 202.618 Female Kerala South Female Kerala South
LD1518 LD0165 17 57.575 Male Bihar East Female Bihar East
LD0701 LD1698 12 38.657 Female Tamil_Nadu South Female Tamil_Nadu South
LD1333 LD0066 30 123.212 Male Rajasthan North Male Rajasthan North
LD2020 LD0140 28 102.839 Female Tamil_Nadu South Male Tamil_Nadu South
LD1744 LD0153 11 34.375 Male Kerala South Female Bihar East
LD0505 LD2482 17 76.375 Female Rajasthan North Male Rajasthan North
LD0492 LD2168 15 45.694 Female Missing Other Female Missing Other
LD2626 LD2278 37 149.498 Male Kerala South Male Kerala South
LD1222 LD2484 216 1377.95 Male Rajasthan North Male Rajasthan North
LD2575 LD0042 9 25.792 Female Uttar_Pradesh Central Female Maharashtra West
LD0343 LD1814 17 54.13 Male Haryana North Female Uttar_Pradesh Central
LD1316 LD0288 21 70.95 Male Tamil_Nadu South Male Tamil_Nadu South
LD0762 LD0881 321 1788.69 Female Tamil_Nadu South Female Tamil_Nadu South
LD0194 LD0478 13 45.812 Female Rajasthan North Female Rajasthan North
LD1292 LD1659 171 997.958 Male Haryana North Male Haryana North
LD1802 LD1539 64 236.263 Female Karnataka South Female Karnataka South
LD1193 LD0594 12 40.239 Female Haryana North Male Punjab North
LD0445 LD1125 220 1348.43 Female Kerala South Female Kerala South
LD1212 LD1815 12 44.911 Female Tamil_Nadu South Male Kerala South
LD1239 LD0767 12 33.82 Female Kerala South Female Maharashtra West
LD1156 LD1900 13 39.796 Male Uttar_Pradesh Central Female Punjab North
LD1105 LD0009 14 39.358 Female Tamil_Nadu South Male Maharashtra West
LD1486 LD0124 18 86.301 Female Kerala South Male Kerala South
LD1753 LD0907 13 41.321 Female Kerala South Male Kerala South
LD0206 LD2215 14 43.972 Male Haryana North Female Uttar_Pradesh Central
LD0371 LD0796 19 62.293 Female Haryana North Female Rajasthan North
LD0515 LD1391 67 341.452 Female Karnataka South Male Karnataka South
LD2381 LD0179 6 35.142 Male Tamil_Nadu South Male Karnataka South
LD1460 LD2209 269 1455.85 Female Haryana North Female Haryana North
LD2395 LD1152 13 37.415 Female Delhi North Male Uttar_Pradesh Central
LD1541 LD0412 44 206.553 Female Karnataka South Male Karnataka South
LD0879 LD2495 50 215.317 Female Karnataka South Male Karnataka South
LD2039 LD1706 10 28.279 Male Missing Other Female Uttar_Pradesh Central
LD0616 LD0369 12 33.46 Female Tamil_Nadu South Male Kerala South
LD2733 LD0148 15 48.425 Female Uttar_Pradesh Central Male Haryana North
LD2415 LD0392 21 72.086 Male Haryana North Male Haryana North
LD0658 LD1349 24 88.361 Male Karnataka South Female Karnataka South
LD1781 LD1670 28 82.544 Female Missing Other Male Delhi North
LD2519 LD1642 11 29.197 Male Tamil_Nadu South Female Kerala South
LD2251 LD2469 31 177.57 Male Uttar_Pradesh Central Male Uttar_Pradesh Central
LD2010 LD1812 8 27.397 Male Karnataka South Male Uttar_Pradesh Central
LD0140 LD2358 29 106.697 Male Tamil_Nadu South Female Tamil_Nadu South
LD2364 LD1334 37 155.821 Male Kerala South Female Kerala South
LD2549 LD1711 13 43.774 Male Haryana North Male Haryana North
LD0015 LD2547 14 43.258 Male Uttar_Pradesh Central Male Maharashtra West
LD2715 LD2045 10 30.728 Male Karnataka South Female Tamil_Nadu South
LD0146 LD2200 13 37.975 Male Karnataka South Female Jammu_&_Kashmir North
LD0975 LD1883 40 228.096 Male Karnataka South Female Karnataka South
LD1347 LD1021 23 75.194 Female Rajasthan North Male Rajasthan North
LD2482 LD0505 17 76.375 Male Rajasthan North Female Rajasthan North
LD1769 LD1837 10 30.959 Male Karnataka South Female Tamil_Nadu South
LD1898 LD1309 11 31.12 Male Haryana North Female Jammu_&_Kashmir North
LD0250 LD1474 10 31.846 Female Rajasthan North Female Haryana North
LD2599 LD0151 198 1149.52 Male Uttar_Pradesh Central Female Uttar_Pradesh Central
LD1372 LD1178 65 333.753 Female Tamil_Nadu South Female Tamil_Nadu South
LD2379 LD0822 16 45.759 Female Kerala South Male Kerala South
LD1188 LD0705 17 54.803 Female Kerala South Female Kerala South
LD1772 LD2527 68 323.519 Male Karnataka South Male Karnataka South
LD0292 LD0553 25 101.262 Male Karnataka South Male Karnataka South
LD1125 LD0445 220 1348.43 Female Kerala South Female Kerala South
LD1903 LD1682 29 123.095 Male Kerala South Male Kerala South
LD1019 LD2036 11 53.591 Female Tamil_Nadu South Male Tamil_Nadu South
LD1028 LD2333 14 44.652 Female Kerala South Female Kerala South
LD0434 LD2095 10 30.784 Female Uttar_Pradesh Central Female Gujarat West
LD0498 LD1147 35 134.239 Female Kerala South Female Kerala South
LD1092 LD2132 13 37.307 Female Tamil_Nadu South Female Madhya_Pradesh Central
LD1557 LD2564 34 155.43 Female Kerala South Male Kerala South
LD1886 LD0285 42 187.735 Female Kerala South Male Kerala South
LD0587 LD2588 14 51.632 Female Kerala South Female Kerala South
LD1146 LD1316 16 55.202 Female Tamil_Nadu South Male Tamil_Nadu South
LD0804 LD1320 12 37.216 Female Uttarakhand Central Female Haryana North
LD2085 LD1427 13 41.602 Male Haryana North Male Haryana North
LD0277 LD1736 36 119.589 Female Rajasthan North Male Rajasthan North
LD2630 LD2433 13 36.309 Male Tamil_Nadu South Male Kerala South
LD2176 LD0449 24 71.744 Female Rajasthan North Male Haryana North
LD0730 LD1806 16 71.622 Female Tamil_Nadu South Male Tamil_Nadu South
LD1075 LD1873 22 65.603 Female Rajasthan North Corrected_Male Punjab North
LD2600 LD0082 24 85.766 Male Kerala South Female Kerala South
LD0733 LD1823 12 43.987 Male Haryana North Female Delhi North
LD1675 LD0145 33 100.487 Female Haryana North Male Haryana North
LD2646 LD0351 11 31.055 Female Haryana North Male Rajasthan North
LD0811 LD0648 11 34.068 Female Kerala South Female West_Bengal East
LD2506 LD1736 243 1865.4 Male Rajasthan North Male Rajasthan North
LD0909 LD0186 15 45.051 Female Tamil_Nadu South Female Tamil_Nadu South
LD0024 LD1849 16 54.391 Female Tamil_Nadu South Female Tamil_Nadu South
LD2721 LD0322 13 46.553 Male Karnataka South Male Karnataka South
LD2540 LD0494 11 39.937 Female Uttar_Pradesh Central Male Gujarat West
LD2344 LD2327 14 42.731 Female Uttar_Pradesh Central Female Madhya_Pradesh Central
LD0786 LD0178 25 95.089 Male Kerala South Male Kerala South
LD1875 LD1887 9 25.47 Male Bihar East Female Gujarat West
LD2149 LD2569 12 31.672 Female Kerala South Female Kerala South
LD0037 LD0540 13 38.455 Female Tamil_Nadu South Female Telangana South
LD0553 LD1114 85 499.507 Male Karnataka South Female Karnataka South
LD2316 LD0203 17 61.089 Female Delhi North Male Uttar_Pradesh Central
LD1240 LD2673 53 259.584 Male Delhi North Female Uttar_Pradesh Central
LD2247 LD1281 25 91.748 Female Tamil_Nadu South Male Kerala South
LD2354 LD1990 42 165.768 Male Rajasthan North Female Rajasthan North
LD2712 LD0236 35 112.356 Female Rajasthan North Male Rajasthan North
LD1086 LD1677 206 1167.43 Female Tamil_Nadu South Male Tamil_Nadu South
LD2698 LD1667 13 39.599 Female Uttar_Pradesh Central Male Telangana South
LD0705 LD1557 26 98.756 Female Kerala South Female Kerala South
LD0179 LD1633 51 296.032 Male Karnataka South Male Karnataka South
LD1628 LD1697 20 106.123 Female Kerala South Female Kerala South
LD0670 LD1729 15 86.998 Male Haryana North Male Haryana North
LD0333 LD0691 11 30.405 Female Haryana North Male Haryana North
LD2750 LD1021 27 96.057 Female Rajasthan North Male Rajasthan North
LD1338 LD1820 86 502.958 Male Uttar_Pradesh Central Male Uttar_Pradesh Central
LD1615 LD1059 9 35.838 Male Haryana North Male Haryana North
LD1705 LD2045 45 147.202 Female Tamil_Nadu South Female Tamil_Nadu South
LD1526 LD2211 37 138.22 Male Tamil_Nadu South Female Tamil_Nadu South
LD1496 LD0577 23 63.564 Male Haryana North Male Haryana North
LD0590 LD2296 22 86.239 Male Rajasthan North Male Rajasthan North
LD2012 LD1981 51 188.126 Female Tamil_Nadu South Male Tamil_Nadu South
LD0923 LD0130 364 2089.58 Male Kerala South Male Kerala South
LD2560 LD2192 14 52.995 Female Kerala South Female Kerala South
LD1830 LD1366 14 42.386 Male Haryana North Female Delhi North
LD0066 LD1333 30 123.212 Male Rajasthan North Male Rajasthan North
LD0073 LD1159 11 37.396 Female Delhi North Female Rajasthan North
LD1051 LD1752 16 55.538 Female Tamil_Nadu South Female Odisha East
LD1603 LD0138 15 41.939 Male Haryana North Female Rajasthan North
LD2170 LD1279 104 396.44 Female Kerala South Male Kerala South
LD1427 LD1535 13 45.275 Male Haryana North Female Haryana North
LD2693 LD0379 28 77.257 Female Haryana North Corrected_Female Punjab North
LD2523 LD2623 32 115.481 Male Tamil_Nadu South Male Tamil_Nadu South
LD1981 LD2012 51 188.126 Male Tamil_Nadu South Female Tamil_Nadu South
LD0693 LD2735 41 207.253 Male Tamil_Nadu South Male Tamil_Nadu South
LD2669 LD1936 21 90.77 Male Kerala South Male Kerala South
LD1570 LD1536 44 152.349 Female Kerala South Male Kerala South
LD1950 LD1119 14 44.52 Female Rajasthan North Female Gujarat West
LD0464 LD2493 68 295.38 Female Kerala South Female Kerala South
LD2688 LD1644 96 637.57 Female Kerala South Female Kerala South
LD2367 LD0124 10 29.913 Female Kerala South Male Kerala South
LD0903 LD2244 19 77.045 Female Kerala South Male Kerala South
LD1835 LD2564 30 130.378 Female Kerala South Male Kerala South
LD2514 LD1710 12 32.999 Female Tamil_Nadu South Male Punjab North
LD1642 LD0102 19 63.095 Female Kerala South Male Kerala South
LD2738 LD0529 21 78.918 Female Kerala South Female Missing Other
LD0233 LD1334 64 285.495 Female Kerala South Female Kerala South
LD0415 LD2335 110 335.957 Female Kerala South Female Kerala South
LD2249 LD1234 13 48.804 Female Karnataka South Female Karnataka South
LD2713 LD1084 86 435.657 Female Bihar East Male Bihar East
LD0351 LD0084 13 37.206 Male Rajasthan North Male Bihar East
LD2576 LD1443 18 73.989 Female Rajasthan North Male Rajasthan North
LD0255 LD1366 15 43.659 Male Uttar_Pradesh Central Female Delhi North
LD0222 LD1903 29 117.771 Male Kerala South Male Kerala South
LD2323 LD1013 17 100.305 Female Haryana North Male Haryana North
LD0982 LD2564 58 291.043 Male Kerala South Male Kerala South
LD2624 LD1385 14 43.581 Male Tamil_Nadu South Male Odisha East
LD0097 LD1831 23 71.736 Male Haryana North Female Delhi North
LD2167 LD2664 12 39.251 Male Kerala South Male Kerala South
LD2199 LD0040 15 64.761 Female Tamil_Nadu South Female Tamil_Nadu South
LD0979 LD0258 12 32.026 Female Rajasthan North Male Punjab North
LD1850 LD2595 14 42.149 Female Karnataka South Male Telangana South
LD0986 LD1402 26 117.597 Female Kerala South Male Kerala South
LD1395 LD1313 23 72.596 Male Haryana North Female Punjab North
LD2520 LD1924 21 58.59 Male Rajasthan North Male Rajasthan North
LD1588 LD1667 11 33.125 Male Uttar_Pradesh Central Male Telangana South
LD0478 LD2567 13 50.233 Female Rajasthan North Female Rajasthan North
LD2418 LD0670 11 43.371 Female Rajasthan North Male Haryana North
LD0038 LD1226 33 149.138 Female Kerala South Male Kerala South
LD1373 LD2591 19 64.76 Male Rajasthan North Female Rajasthan North
LD2363 LD2296 15 43.848 Female Haryana North Male Rajasthan North
LD0205 LD0879 37 210.484 Male Karnataka South Female Karnataka South
LD2071 LD1640 12 50.064 Male Rajasthan North Male Rajasthan North
LD2130 LD1706 11 35.229 Female Rajasthan North Female Uttar_Pradesh Central
LD0285 LD1886 42 187.735 Male Kerala South Female Kerala South
LD1397 LD0471 10 52.58 Female Haryana North Male Haryana North
LD0661 LD0464 35 114.838 Female Kerala South Female Kerala South
LD1819 LD0574 10 31.588 Corrected_Male Tamil_Nadu South Male Tamil_Nadu South
LD0604 LD0938 11 32.461 Male Kerala South Female Kerala South
LD2707 LD0907 154 860.664 Female Kerala South Male Kerala South
LD1622 LD0283 22 82.488 Female Kerala South Male Kerala South
LD1003 LD0991 10 35.518 Male Uttar_Pradesh Central Female Bihar East
LD1085 LD0655 13 41.17 Male Tamil_Nadu South Male Tamil_Nadu South
LD0413 LD0856 21 70.797 Female Rajasthan North Female Gujarat West
LD2155 LD1742 15 42.139 Female Rajasthan North Female Madhya_Pradesh Central
LD1941 LD0387 126 390.074 Female Kerala South Male Kerala South
LD1174 LD1848 11 35.073 Female Tamil_Nadu South Male Bihar East
LD2009 LD2012 49 155.004 Male Kerala South Female Tamil_Nadu South
LD0752 LD1513 15 43.986 Female Rajasthan North Male Haryana North
LD1281 LD0834 40 172.749 Male Kerala South Female Kerala South
LD1444 LD0448 15 42.254 Female Kerala South Male Tamil_Nadu South
LD0659 LD0874 64 285.325 Female Kerala South Female Kerala South
LD2735 LD2289 57 228.469 Male Tamil_Nadu South Male Tamil_Nadu South
LD0173 LD0454 14 41.123 Female Delhi North Male Uttar_Pradesh Central
LD2278 LD2161 47 169.141 Male Kerala South Female Kerala South
LD0606 LD2614 8 25.471 Female Karnataka South Male Gujarat West
LD2725 LD1138 22 64.752 Female Haryana North Female Haryana North
LD2711 LD1334 29 160.718 Female Kerala South Female Kerala South
LD2565 LD1815 11 28.46 Female Karnataka South Male Kerala South
LD0997 LD0392 12 50.52 Female Uttar_Pradesh Central Male Haryana North
LD1323 LD0227 15 47.512 Male Kerala South Male West_Bengal East
LD1659 LD1292 171 997.958 Male Haryana North Male Haryana North
LD0347 LD1861 18 69.868 Female Karnataka South Female Karnataka South
LD2037 LD0875 12 52.46 Male Haryana North Female Haryana North
LD2335 LD1078 128 426.776 Female Kerala South Female Kerala South
LD2113 LD2750 10 32.41 Female Rajasthan North Female Rajasthan North
LD1841 LD0011 7 29.729 Male West_Bengal East Male Punjab North
LD1699 LD2121 210 1371.96 Female Tamil_Nadu South Male Tamil_Nadu South
LD0008 LD1618 10 26.484 Female Uttar_Pradesh Central Male Gujarat West
LD2228 LD2259 28 92.11 Female Rajasthan North Male Rajasthan North
LD1343 LD0902 27 120.272 Female Kerala South Male Kerala South
LD0557 LD1861 9 27.067 Female Tamil_Nadu South Female Karnataka South
LD1066 LD1781 22 72.485 Male Haryana North Female Missing Other
LD1331 LD1488 24 103.115 Male Bihar East Female Bihar East
LD2495 LD0559 105 529.363 Male Karnataka South Male Karnataka South
LD0824 LD0985 13 35.153 Female Karnataka South Female Delhi North
LD1195 LD0418 15 70.719 Male Kerala South Female Kerala South
LD0454 LD2631 21 72.894 Male Uttar_Pradesh Central Female Uttar_Pradesh Central
LD2230 LD2132 10 30.613 Female Tamil_Nadu South Female Madhya_Pradesh Central
LD1185 LD0351 10 28.06 Female Uttar_Pradesh Central Male Rajasthan North
LD2237 LD1347 22 74.193 Female Rajasthan North Female Rajasthan North
LD2722 LD0956 100 545.743 Female Tamil_Nadu South Male Tamil_Nadu South
LD1582 LD1943 32 162.806 Male Rajasthan North Female Rajasthan North
LD1229 LD2225 93 443.719 Male Tamil_Nadu South Female Tamil_Nadu South
LD2226 LD1597 13 34.272 Female Haryana North Female Haryana North
LD2189 LD0903 15 60.704 Male Kerala South Female Kerala South
LD0679 LD0974 35 157.296 Female Kerala South Male Kerala South
LD2151 LD0731 20 51.762 Male Delhi North Male Punjab North
LD1593 LD1065 12 36.6 Male Uttar_Pradesh Central Male Assam North-East
LD0936 LD2311 13 53.722 Female Haryana North Female Haryana North
LD1539 LD1802 64 236.263 Female Karnataka South Female Karnataka South
LD0952 LD0028 12 37.211 Male Haryana North Female Haryana North
LD0086 LD1541 16 43.588 Female Tamil_Nadu South Female Karnataka South
LD2588 LD0587 14 51.632 Female Kerala South Female Kerala South
LD2513 LD1993 12 33.124 Male Delhi North Female Uttar_Pradesh Central
LD2691 LD2595 15 40.027 Female Tamil_Nadu South Male Telangana South
LD0523 LD2433 71 371.593 Female Kerala South Male Kerala South
LD2289 LD2735 57 228.469 Male Tamil_Nadu South Male Tamil_Nadu South
LD1778 LD0097 19 64.542 Male Haryana North Male Haryana North
LD0578 LD1366 19 68.839 Female Uttar_Pradesh Central Female Delhi North
LD2420 LD0670 11 52.27 Female Haryana North Male Haryana North
LD1325 LD0195 11 32.045 Male Tamil_Nadu South Female Kerala South
LD0431 LD2631 13 40.511 Female Haryana North Female Uttar_Pradesh Central
LD2002 LD0258 12 37.596 Male Karnataka South Male Punjab North
LD0876 LD0551 28 108.956 Female Rajasthan North Male Rajasthan North
LD2302 LD1893 23 80.145 Male Kerala South Female Kerala South
LD0239 LD0186 8 23.521 Male Karnataka South Female Tamil_Nadu South
LD1253 LD2522 15 50.557 Male Haryana North Female Rajasthan North
LD2353 LD2561 65 366.842 Female Kerala South Male Kerala South
LD0849 LD1465 23 74.521 Female Rajasthan North Male Rajasthan North
LD1115 LD2402 11 33.58 Male Tamil_Nadu South Female Kerala South
LD1175 LD0986 25 90.859 Male Kerala South Female Kerala South
LD1043 LD0064 34 119.251 Male Kerala South Female Kerala South
LD0938 LD0163 16 62.051 Female Kerala South Female Kerala South
LD0051 LD2360 14 51.754 Female Uttar_Pradesh Central Female Uttar_Pradesh Central
LD2663 LD0770 14 40.72 Female Rajasthan North Male Punjab North
LD0226 LD2338 48 207.763 Female Punjab North Male Delhi North
LD1082 LD2296 9 30.776 Male Tamil_Nadu South Male Rajasthan North
LD0151 LD2599 198 1149.52 Female Uttar_Pradesh Central Male Uttar_Pradesh Central
LD2109 LD2452 11 32.714 Female Haryana North Male Haryana North
LD0570 LD1659 128 801.999 Male Haryana North Male Haryana North
LD2161 LD0529 44 174.885 Female Kerala South Female Missing Other
LD1614 LD1121 13 40.273 Male Haryana North Female Punjab North
LD2008 LD0221 10 32.548 Male Tamil_Nadu South Female Tamil_Nadu South
LD1859 LD1641 18 75.99 Female Kerala South Female Kerala South
LD2402 LD2492 55 250.507 Female Kerala South Female Kerala South
LD0881 LD0762 321 1788.69 Female Tamil_Nadu South Female Tamil_Nadu South
LD2362 LD2397 15 45.55 Female Rajasthan North Female Rajasthan North
LD2505 LD0243 12 33.704 Male Karnataka South Male Telangana South
LD2202 LD2413 30 93.511 Female Kerala South Male Tamil_Nadu South
LD2666 LD2244 12 36.64 Male Kerala South Male Kerala South
LD2179 LD1180 12 38 Male Delhi North Male Missing Other
LD1155 LD2049 21 69.962 Female Rajasthan North Female Rajasthan North
LD2225 LD1229 93 443.719 Female Tamil_Nadu South Male Tamil_Nadu South
LD1215 LD0999 13 35.079 Female Uttar_Pradesh Central Female Punjab North
LD0524 LD0938 12 35.98 Female Delhi North Female Kerala South
LD0974 LD0679 35 157.296 Male Kerala South Female Kerala South
LD1608 LD1463 58 342.695 Female Kerala South Male Kerala South
LD2341 LD0670 13 44.525 Male Haryana North Male Haryana North
LD1837 LD2200 14 57.967 Female Tamil_Nadu South Female Jammu_&_Kashmir North
LD1736 LD2506 243 1865.4 Male Rajasthan North Male Rajasthan North
LD0763 LD2413 16 56.503 Female Kerala South Male Tamil_Nadu South
LD2440 LD1216 12 34.657 Female Karnataka South Male Rajasthan North
LD1161 LD1536 52 176.587 Female Kerala South Male Kerala South
LD0254 LD0133 13 38.655 Male Haryana North Female Haryana North
LD1422 LD0807 9 25.999 Male Karnataka South Female Karnataka South
LD1549 LD2433 13 41.899 Male Rajasthan North Male Kerala South
LD2673 LD1240 53 259.584 Female Uttar_Pradesh Central Male Delhi North
LD0496 LD1350 11 32.357 Female Rajasthan North Female Haryana North
LD2157 LD1470 26 89.987 Female Kerala South Female Kerala South
LD0865 LD2611 12 34.31 Male Tamil_Nadu South Female West_Bengal East
LD1196 LD1655 18 90.005 Female Delhi North Female Delhi North
LD0346 LD1581 30 135.41 Male Kerala South Female Kerala South
LD2073 LD2569 15 55.008 Female Kerala South Female Kerala South
LD1697 LD1628 20 106.123 Female Kerala South Female Kerala South
LD2452 LD1963 17 51.333 Male Haryana North Female Haryana North
LD2724 LD2055 11 29.092 Male Kerala South Female Missing Other
LD2639 LD0986 17 47.949 Female Kerala South Female Kerala South
LD1993 LD1208 14 39.344 Female Uttar_Pradesh Central Female Telangana South
LD0827 LD0437 14 38.891 Female Tamil_Nadu South Male Tamil_Nadu South
LD1062 LD2364 30 110.146 Male Kerala South Male Kerala South
LD1252 LD0771 21 67.006 Male Rajasthan North Male Punjab North
LD0577 LD2322 31 139.206 Male Haryana North Female Haryana North
LD0609 LD2650 23 77.795 Male Rajasthan North Male Rajasthan North
LD2358 LD0140 29 106.697 Female Tamil_Nadu South Male Tamil_Nadu South
LD2046 LD0648 12 32.453 Male Uttar_Pradesh Central Female West_Bengal East
LD1895 LD2595 10 30.699 Female Tamil_Nadu South Male Telangana South
LD1679 LD1924 10 33.668 Male West_Bengal East Male Rajasthan North
LD2291 LD2136 13 33.689 Female Tamil_Nadu South Female Karnataka South
LD0512 LD0079 14 37.893 Female Kerala South Female Uttar_Pradesh Central
LD1661 LD1610 7 22.024 Female Uttar_Pradesh Central Male Uttarakhand Central
LD0805 LD0028 12 38.468 Male Haryana North Female Haryana North
LD2543 LD1805 10 29.742 Female Haryana North Male Haryana North
LD1293 LD1447 187 1210.7 Male Karnataka South Male Karnataka South
LD2338 LD0226 48 207.763 Male Delhi North Female Punjab North
LD1426 LD0335 18 80.375 Male Kerala South Female Kerala South
LD2717 LD1559 12 42.119 Male Kerala South Female Kerala South
LD0349 LD0021 34 132.15 Female Uttar_Pradesh Central Male Uttar_Pradesh Central
LD1831 LD0097 23 71.736 Female Delhi North Male Haryana North
LD0674 LD1729 151 851.208 Male Haryana North Male Haryana North
LD1286 LD2615 13 36.201 Male Kerala South Male Gujarat West
LD1411 LD1581 12 43.408 Female Kerala South Female Kerala South
LD2298 LD2548 16 44.786 Female Delhi North Female Uttar_Pradesh Central
LD2417 LD1047 13 37.615 Female Haryana North Female Rajasthan North
LD0758 LD2188 20 99.677 Female Karnataka South Male Karnataka South
LD2500 LD2200 12 39.943 Female Delhi North Female Jammu_&_Kashmir North
LD0575 LD2338 36 166.038 Male Haryana North Male Delhi North
LD0994 LD1688 10 28.817 Male Delhi North Male Odisha East
LD0714 LD0354 8 25.882 Female Tamil_Nadu South Male Telangana South
LD1420 LD1620 11 33.303 Female Rajasthan North Female Rajasthan North
LD2197 LD0432 12 37.197 Female Tamil_Nadu South Female Kerala South
LD1947 LD2322 23 81.782 Male Haryana North Female Haryana North
LD2242 LD2530 49 251.078 Male Karnataka South Female Karnataka South
LD0148 LD0668 23 76.378 Male Haryana North Female Delhi North
LD1069 LD1691 32 122.196 Female Kerala South Male Kerala South
LD0060 LD0803 110 604.413 Female Tamil_Nadu South Male Tamil_Nadu South
LD1487 LD0392 15 48.154 Female Haryana North Male Haryana North
LD0976 LD2031 14 32.825 Female Tamil_Nadu South Female Karnataka South
LD1552 LD1866 15 51.058 Female Tamil_Nadu South Female Gujarat West
LD0017 LD2248 15 61.593 Male Kerala South Male Kerala South
LD1257 LD2681 50 187.89 Female Tamil_Nadu South Male Tamil_Nadu South
LD1731 LD1798 9 28.629 Male Kerala South Female Kerala South
LD0427 LD1226 19 69.577 Male Kerala South Male Kerala South
LD1080 LD0857 13 44.664 Male Tamil_Nadu South Male Tamil_Nadu South
LD1226 LD1760 55 235.555 Male Kerala South Female Kerala South
LD1723 LD1478 14 41.958 Male Haryana North Female West_Bengal East
LD0321 LD2182 10 30.044 Male Delhi North Female Missing Other
LD1911 LD2243 14 44.42 Female Haryana North Male Maharashtra West
LD1474 LD2259 15 45.933 Female Haryana North Male Rajasthan North
LD1907 LD0904 39 190.074 Male Tamil_Nadu South Female Tamil_Nadu South
LD2538 LD2311 12 40.852 Male Haryana North Female Haryana North
LD0481 LD0293 13 37.493 Female Karnataka South Female Telangana South
LD1216 LD2219 43 123.385 Male Rajasthan North Male Delhi North
LD0748 LD2095 9 24.894 Female Uttar_Pradesh Central Female Gujarat West
LD1097 LD0854 113 546.765 Female Kerala South Female Kerala South
LD1129 LD1221 12 33.016 Female Karnataka South Male Telangana South
LD2412 LD0407 15 44.525 Female Tamil_Nadu South Female Madhya_Pradesh Central
