#ID nb_sup2 sum_sup2 mean_sup2 nb_sup8 sum_sup8 mean_sup8 nb_sup20 sum_sup20 mean_sup20 Sex State Region
HG01174 6 26.915 4.48583 1 8.643 8.643 0 0 0 2 PUR AMR
HG01176 1 2.344 2.344 0 0 0 0 0 0 1 PUR AMR
HG01177 8 35.444 4.4305 1 11.069 11.069 0 0 0 2 PUR AMR
HG01182 1 3.426 3.426 0 0 0 0 0 0 1 PUR AMR
HG01183 10 43.536 4.3536 1 9.205 9.205 0 0 0 2 PUR AMR
HG01187 8 22.2 2.775 0 0 0 0 0 0 1 PUR AMR
HG01188 3 8.897 2.96567 0 0 0 0 0 0 2 PUR AMR
HG01190 6 24.144 4.024 0 0 0 0 0 0 1 PUR AMR
HG01191 6 17.072 2.84533 0 0 0 0 0 0 2 PUR AMR
HG01197 3 8.063 2.68767 0 0 0 0 0 0 1 PUR AMR
HG01198 29 135.115 4.65914 4 44.526 11.1315 0 0 0 2 PUR AMR
HG01200 11 41.797 3.79973 0 0 0 0 0 0 1 PUR AMR
HG01204 4 11.005 2.75125 0 0 0 0 0 0 1 PUR AMR
HG01205 4 14.729 3.68225 0 0 0 0 0 0 2 PUR AMR
HG01241 3 10.027 3.34233 0 0 0 0 0 0 1 PUR AMR
HG01242 0 0 0 0 0 0 0 0 0 2 PUR AMR
HG01247 7 17.945 2.56357 0 0 0 0 0 0 1 PUR AMR
HG01248 4 11.612 2.903 0 0 0 0 0 0 2 PUR AMR
HG01250 3 16.003 5.33433 0 0 0 0 0 0 1 CLM AMR
HG01251 5 16.73 3.346 0 0 0 0 0 0 2 CLM AMR
HG01253 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01254 2 5.628 2.814 0 0 0 0 0 0 2 CLM AMR
HG01256 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01257 3 9.978 3.326 0 0 0 0 0 0 2 CLM AMR
HG01259 5 13.158 2.6316 0 0 0 0 0 0 1 CLM AMR
HG01260 1 3.972 3.972 0 0 0 0 0 0 2 CLM AMR
HG01269 6 18.607 3.10117 0 0 0 0 0 0 2 CLM AMR
HG01271 2 5.244 2.622 0 0 0 0 0 0 1 CLM AMR
HG01272 1 2.03 2.03 0 0 0 0 0 0 2 CLM AMR
HG01274 5 15.244 3.0488 0 0 0 0 0 0 1 CLM AMR
HG01275 39 173.935 4.45987 3 31.998 10.666 0 0 0 2 CLM AMR
HG01277 3 12.43 4.14333 0 0 0 0 0 0 1 CLM AMR
HG01278 3 11.034 3.678 0 0 0 0 0 0 2 CLM AMR
HG01280 10 33.694 3.3694 0 0 0 0 0 0 1 CLM AMR
HG01281 1 2.466 2.466 0 0 0 0 0 0 2 CLM AMR
HG01284 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01286 2 6.342 3.171 0 0 0 0 0 0 1 PUR AMR
HG01302 1 2.032 2.032 0 0 0 0 0 0 1 PUR AMR
HG01303 4 19.123 4.78075 0 0 0 0 0 0 2 PUR AMR
HG01305 4 15.55 3.8875 0 0 0 0 0 0 1 PUR AMR
HG01308 6 16.672 2.77867 0 0 0 0 0 0 1 PUR AMR
HG01311 1 2.038 2.038 0 0 0 0 0 0 1 PUR AMR
HG01312 2 5.093 2.5465 0 0 0 0 0 0 2 PUR AMR
HG01323 1 2.759 2.759 0 0 0 0 0 0 2 PUR AMR
HG01325 9 45.473 5.05256 1 8.282 8.282 0 0 0 1 PUR AMR
HG01326 1 2.416 2.416 0 0 0 0 0 0 2 PUR AMR
HG01334 1 2.353 2.353 0 0 0 0 0 0 1 GBR EUR
HG01341 2 4.177 2.0885 0 0 0 0 0 0 1 CLM AMR
HG01342 3 10.053 3.351 0 0 0 0 0 0 2 CLM AMR
HG01344 17 50.565 2.97441 0 0 0 0 0 0 1 CLM AMR
HG01345 2 10.111 5.0555 0 0 0 0 0 0 2 CLM AMR
HG01347 13 45.821 3.52469 0 0 0 0 0 0 1 CLM AMR
HG01348 17 74.638 4.39047 2 24.65 12.325 0 0 0 2 CLM AMR
HG01350 14 55.86 3.99 2 19.152 9.576 0 0 0 1 CLM AMR
HG01351 6 22.272 3.712 0 0 0 0 0 0 2 CLM AMR
HG01353 2 8.051 4.0255 0 0 0 0 0 0 1 CLM AMR
HG01354 5 18.141 3.6282 0 0 0 0 0 0 2 CLM AMR
HG01356 1 2.06 2.06 0 0 0 0 0 0 1 CLM AMR
HG01357 6 20.617 3.43617 0 0 0 0 0 0 2 CLM AMR
HG01359 5 21.171 4.2342 0 0 0 0 0 0 1 CLM AMR
HG01360 6 22.186 3.69767 0 0 0 0 0 0 2 CLM AMR
HG01362 2 5.044 2.522 0 0 0 0 0 0 1 CLM AMR
HG01363 10 30.626 3.0626 0 0 0 0 0 0 2 CLM AMR
HG01365 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01366 1 2.424 2.424 0 0 0 0 0 0 2 CLM AMR
HG01369 6 22.811 3.80183 0 0 0 0 0 0 2 CLM AMR
HG01372 6 20.574 3.429 0 0 0 0 0 0 2 CLM AMR
HG01374 6 17.975 2.99583 0 0 0 0 0 0 1 CLM AMR
HG01375 1 2.946 2.946 0 0 0 0 0 0 2 CLM AMR
HG01377 6 18.034 3.00567 0 0 0 0 0 0 1 CLM AMR
HG01378 9 40.731 4.52567 2 20.404 10.202 0 0 0 2 CLM AMR
HG01383 12 46.09 3.84083 0 0 0 0 0 0 1 CLM AMR
HG01384 7 26.676 3.81086 1 8.665 8.665 0 0 0 2 CLM AMR
HG01389 40 150.648 3.7662 3 33.212 11.0707 0 0 0 1 CLM AMR
HG01390 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01392 1 2.14 2.14 0 0 0 0 0 0 1 PUR AMR
HG01393 0 0 0 0 0 0 0 0 0 2 PUR AMR
HG01395 3 7.9 2.63333 0 0 0 0 0 0 1 PUR AMR
HG01396 2 9.734 4.867 0 0 0 0 0 0 2 PUR AMR
HG01398 22 98.009 4.45495 1 8.431 8.431 0 0 0 1 PUR AMR
HG01402 0 0 0 0 0 0 0 0 0 1 PUR AMR
HG01403 2 4.641 2.3205 0 0 0 0 0 0 2 PUR AMR
HG01405 3 8.977 2.99233 0 0 0 0 0 0 1 PUR AMR
HG01412 0 0 0 0 0 0 0 0 0 1 PUR AMR
HG01413 3 8.518 2.83933 0 0 0 0 0 0 1 PUR AMR
HG01414 1 2.24 2.24 0 0 0 0 0 0 2 PUR AMR
HG01431 1 2.478 2.478 0 0 0 0 0 0 1 CLM AMR
HG01432 13 51.367 3.95131 1 10.671 10.671 0 0 0 2 CLM AMR
HG01435 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01437 10 34.385 3.4385 0 0 0 0 0 0 1 CLM AMR
HG01438 18 69.525 3.8625 1 8.011 8.011 0 0 0 2 CLM AMR
HG01440 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01441 1 2.305 2.305 0 0 0 0 0 0 2 CLM AMR
HG01443 2 8.013 4.0065 0 0 0 0 0 0 1 CLM AMR
HG01444 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01447 1 2.745 2.745 0 0 0 0 0 0 2 CLM AMR
HG01455 1 2.562 2.562 0 0 0 0 0 0 1 CLM AMR
HG01456 1 2.2 2.2 0 0 0 0 0 0 2 CLM AMR
HG01459 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01461 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01462 2 4.296 2.148 0 0 0 0 0 0 2 CLM AMR
HG01464 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01465 13 55.194 4.24569 2 17.983 8.9915 0 0 0 2 CLM AMR
HG01468 39 163.354 4.18856 2 17.216 8.608 0 0 0 2 CLM AMR
HG01474 5 13.855 2.771 0 0 0 0 0 0 2 CLM AMR
HG01479 2 4.736 2.368 0 0 0 0 0 0 1 CLM AMR
HG01485 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01486 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01488 2 8.169 4.0845 0 0 0 0 0 0 1 CLM AMR
HG01489 2 4.654 2.327 0 0 0 0 0 0 2 CLM AMR
HG01491 37 184.027 4.9737 4 53.908 13.477 0 0 0 1 CLM AMR
HG01492 2 5.918 2.959 0 0 0 0 0 0 2 CLM AMR
HG01494 1 2.079 2.079 0 0 0 0 0 0 1 CLM AMR
HG01495 2 5.394 2.697 0 0 0 0 0 0 2 CLM AMR
HG01497 3 7.822 2.60733 0 0 0 0 0 0 1 CLM AMR
HG01498 9 34.434 3.826 0 0 0 0 0 0 2 CLM AMR
HG01500 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01501 1 2.479 2.479 0 0 0 0 0 0 2 IBS EUR
HG01503 3 7.232 2.41067 0 0 0 0 0 0 1 IBS EUR
HG01504 6 23.248 3.87467 0 0 0 0 0 0 2 IBS EUR
HG01506 2 8.337 4.1685 0 0 0 0 0 0 1 IBS EUR
HG01507 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01509 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01510 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01512 1 2.245 2.245 0 0 0 0 0 0 1 IBS EUR
HG01513 1 2.626 2.626 0 0 0 0 0 0 2 IBS EUR
HG01515 1 2.449 2.449 0 0 0 0 0 0 1 IBS EUR
HG01516 1 2.276 2.276 0 0 0 0 0 0 2 IBS EUR
HG01518 1 2.157 2.157 0 0 0 0 0 0 1 IBS EUR
HG01519 2 4.656 2.328 0 0 0 0 0 0 2 IBS EUR
HG01521 2 4.177 2.0885 0 0 0 0 0 0 1 IBS EUR
HG01522 4 10.093 2.52325 0 0 0 0 0 0 2 IBS EUR
HG01524 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01525 1 3.939 3.939 0 0 0 0 0 0 2 IBS EUR
HG01527 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01528 5 17.276 3.4552 0 0 0 0 0 0 2 IBS EUR
HG01530 1 3.486 3.486 0 0 0 0 0 0 1 IBS EUR
HG01531 11 33.086 3.00782 0 0 0 0 0 0 2 IBS EUR
HG01536 1 5.412 5.412 0 0 0 0 0 0 1 IBS EUR
HG01537 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01550 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01551 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01556 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01565 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01566 8 26.17 3.27125 0 0 0 0 0 0 2 PEL AMR
HG01571 2 7.516 3.758 0 0 0 0 0 0 1 PEL AMR
HG01572 1 2.152 2.152 0 0 0 0 0 0 2 PEL AMR
HG01577 1 2.72 2.72 0 0 0 0 0 0 1 PEL AMR
HG01578 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG01583 1 3.105 3.105 0 0 0 0 0 0 1 PJL SAS
HG01586 1 3.472 3.472 0 0 0 0 0 0 1 PJL SAS
HG01589 23 85.032 3.69704 0 0 0 0 0 0 1 PJL SAS
HG01593 25 103.771 4.15084 1 8.223 8.223 0 0 0 2 PJL SAS
HG01595 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG01596 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG01597 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG01598 2 5.223 2.6115 0 0 0 0 0 0 2 KHV EAS
HG01599 1 2.362 2.362 0 0 0 0 0 0 2 KHV EAS
HG01600 1 2.053 2.053 0 0 0 0 0 0 2 KHV EAS
HG01602 10 33.3 3.33 0 0 0 0 0 0 2 IBS EUR
HG01603 2 5.676 2.838 0 0 0 0 0 0 1 IBS EUR
HG01605 1 3.937 3.937 0 0 0 0 0 0 2 IBS EUR
HG01606 2 5.224 2.612 0 0 0 0 0 0 1 IBS EUR
HG01607 2 5.628 2.814 0 0 0 0 0 0 2 IBS EUR
HG01608 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01610 5 18.738 3.7476 0 0 0 0 0 0 1 IBS EUR
HG01612 1 2.479 2.479 0 0 0 0 0 0 2 IBS EUR
HG01613 3 9.665 3.22167 0 0 0 0 0 0 2 IBS EUR
HG01615 10 29.007 2.9007 0 0 0 0 0 0 1 IBS EUR
HG01617 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01618 1 2.634 2.634 0 0 0 0 0 0 2 IBS EUR
HG01619 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01620 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01623 1 2.2 2.2 0 0 0 0 0 0 2 IBS EUR
HG01624 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01625 1 3.472 3.472 0 0 0 0 0 0 1 IBS EUR
HG01626 1 2.073 2.073 0 0 0 0 0 0 2 IBS EUR
HG01628 10 32.442 3.2442 0 0 0 0 0 0 2 IBS EUR
HG01630 2 4.878 2.439 0 0 0 0 0 0 1 IBS EUR
HG01631 1 2.824 2.824 0 0 0 0 0 0 1 IBS EUR
HG01632 2 8.293 4.1465 0 0 0 0 0 0 2 IBS EUR
HG01668 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01669 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01670 5 23.943 4.7886 1 9.621 9.621 0 0 0 2 IBS EUR
HG01672 5 13.157 2.6314 0 0 0 0 0 0 1 IBS EUR
HG01673 1 2.064 2.064 0 0 0 0 0 0 2 IBS EUR
HG01675 1 2.455 2.455 0 0 0 0 0 0 1 IBS EUR
HG01676 1 2.358 2.358 0 0 0 0 0 0 2 IBS EUR
HG01678 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01679 25 105.855 4.2342 1 10.632 10.632 0 0 0 2 IBS EUR
HG01680 8 32.094 4.01175 1 10.172 10.172 0 0 0 1 IBS EUR
HG01682 1 2.161 2.161 0 0 0 0 0 0 1 IBS EUR
HG01684 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01685 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01686 2 5.058 2.529 0 0 0 0 0 0 1 IBS EUR
HG01694 17 66.104 3.88847 1 11.001 11.001 0 0 0 1 IBS EUR
HG01695 3 8.174 2.72467 0 0 0 0 0 0 2 IBS EUR
HG01697 6 22.739 3.78983 0 0 0 0 0 0 2 IBS EUR
HG01699 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01700 3 12.492 4.164 0 0 0 0 0 0 1 IBS EUR
HG01702 2 4.211 2.1055 0 0 0 0 0 0 2 IBS EUR
HG01704 3 8.664 2.888 0 0 0 0 0 0 2 IBS EUR
HG01705 1 3.558 3.558 0 0 0 0 0 0 1 IBS EUR
HG01707 1 2.754 2.754 0 0 0 0 0 0 2 IBS EUR
HG01708 1 4.234 4.234 0 0 0 0 0 0 1 IBS EUR
HG01709 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01710 3 12.076 4.02533 0 0 0 0 0 0 2 IBS EUR
HG01746 1 2.19 2.19 0 0 0 0 0 0 2 IBS EUR
HG01747 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01756 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01757 4 14.482 3.6205 0 0 0 0 0 0 2 IBS EUR
HG01761 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01762 7 34.953 4.99329 1 14.389 14.389 0 0 0 2 IBS EUR
HG01765 5 33.903 6.7806 1 14.374 14.374 0 0 0 1 IBS EUR
HG01766 4 10.514 2.6285 0 0 0 0 0 0 2 IBS EUR
HG01767 1 2.008 2.008 0 0 0 0 0 0 1 IBS EUR
HG01768 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01770 1 3.986 3.986 0 0 0 0 0 0 2 IBS EUR
HG01771 2 6.593 3.2965 0 0 0 0 0 0 1 IBS EUR
HG01773 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01775 1 2.736 2.736 0 0 0 0 0 0 1 IBS EUR
HG01776 0 0 0 0 0 0 0 0 0 2 IBS EUR
HG01777 1 2.054 2.054 0 0 0 0 0 0 1 IBS EUR
HG01779 1 2.464 2.464 0 0 0 0 0 0 2 IBS EUR
HG01781 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01783 5 13.158 2.6316 0 0 0 0 0 0 1 IBS EUR
HG01784 5 13.499 2.6998 0 0 0 0 0 0 2 IBS EUR
HG01785 0 0 0 0 0 0 0 0 0 1 IBS EUR
HG01786 1 2.079 2.079 0 0 0 0 0 0 2 IBS EUR
HG01789 1 3.42 3.42 0 0 0 0 0 0 1 GBR EUR
HG01790 2 4.809 2.4045 0 0 0 0 0 0 2 GBR EUR
HG01791 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG01794 0 0 0 0 0 0 0 0 0 2 CDX EAS
HG01795 1 3.229 3.229 0 0 0 0 0 0 2 CDX EAS
HG01796 1 2.175 2.175 0 0 0 0 0 0 2 CDX EAS
HG01797 2 9.897 4.9485 0 0 0 0 0 0 2 CDX EAS
HG01798 0 0 0 0 0 0 0 0 0 2 CDX EAS
HG01799 0 0 0 0 0 0 0 0 0 2 CDX EAS
HG01800 11 48.387 4.39882 2 19.493 9.7465 0 0 0 2 CDX EAS
HG01801 6 18.198 3.033 0 0 0 0 0 0 2 CDX EAS
HG01802 0 0 0 0 0 0 0 0 0 2 CDX EAS
HG01804 3 7.353 2.451 0 0 0 0 0 0 2 CDX EAS
HG01805 2 9.338 4.669 0 0 0 0 0 0 2 CDX EAS
HG01806 3 8.043 2.681 0 0 0 0 0 0 2 CDX EAS
HG01807 0 0 0 0 0 0 0 0 0 2 CDX EAS
HG01808 1 2.897 2.897 0 0 0 0 0 0 2 CDX EAS
HG01809 11 40.601 3.691 0 0 0 0 0 0 2 CDX EAS
HG01810 6 19.814 3.30233 0 0 0 0 0 0 1 CDX EAS
HG01811 6 20.174 3.36233 0 0 0 0 0 0 1 CDX EAS
HG01812 4 15.976 3.994 0 0 0 0 0 0 2 CDX EAS
HG01813 7 29.082 4.15457 1 8.592 8.592 0 0 0 2 CDX EAS
HG01815 1 3.115 3.115 0 0 0 0 0 0 2 CDX EAS
HG01816 69 305.731 4.43088 5 66.299 13.2598 0 0 0 1 CDX EAS
HG01817 5 17.943 3.5886 0 0 0 0 0 0 2 CDX EAS
HG01840 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG01841 1 3.769 3.769 0 0 0 0 0 0 2 KHV EAS
HG01842 1 2.07 2.07 0 0 0 0 0 0 1 KHV EAS
HG01843 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG01844 2 4.946 2.473 0 0 0 0 0 0 1 KHV EAS
HG01845 2 4.388 2.194 0 0 0 0 0 0 2 KHV EAS
HG01846 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG01847 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG01848 3 12.135 4.045 0 0 0 0 0 0 2 KHV EAS
HG01849 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG01850 1 2.464 2.464 0 0 0 0 0 0 2 KHV EAS
HG01851 2 4.589 2.2945 0 0 0 0 0 0 2 KHV EAS
HG01852 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG01853 1 2.1 2.1 0 0 0 0 0 0 2 KHV EAS
HG01855 1 2.122 2.122 0 0 0 0 0 0 2 KHV EAS
HG01857 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG01858 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG01859 1 3.732 3.732 0 0 0 0 0 0 2 KHV EAS
HG01860 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG01861 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG01862 1 3.426 3.426 0 0 0 0 0 0 2 KHV EAS
HG01863 1 2.48 2.48 0 0 0 0 0 0 2 KHV EAS
HG01864 1 2.119 2.119 0 0 0 0 0 0 1 KHV EAS
HG01865 4 11.693 2.92325 0 0 0 0 0 0 1 KHV EAS
HG01866 3 6.616 2.20533 0 0 0 0 0 0 1 KHV EAS
HG01867 2 7.053 3.5265 0 0 0 0 0 0 1 KHV EAS
HG01868 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG01869 1 2.103 2.103 0 0 0 0 0 0 2 KHV EAS
HG01870 7 29.461 4.20871 1 11.638 11.638 0 0 0 2 KHV EAS
HG01871 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG01872 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG01873 5 15.307 3.0614 0 0 0 0 0 0 1 KHV EAS
HG01874 2 4.272 2.136 0 0 0 0 0 0 2 KHV EAS
HG01878 2 6.167 3.0835 0 0 0 0 0 0 2 KHV EAS
HG01879 1 2.144 2.144 0 0 0 0 0 0 1 ACB AFR
HG01880 1 2.646 2.646 0 0 0 0 0 0 2 ACB AFR
HG01882 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG01883 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG01885 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG01886 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG01889 1 2.386 2.386 0 0 0 0 0 0 2 ACB AFR
HG01890 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG01892 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01893 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG01894 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG01896 1 2.613 2.613 0 0 0 0 0 0 2 ACB AFR
HG01912 8 28.802 3.60025 0 0 0 0 0 0 1 ACB AFR
HG01914 2 4.724 2.362 0 0 0 0 0 0 1 ACB AFR
HG01915 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG01917 2 4.355 2.1775 0 0 0 0 0 0 1 PEL AMR
HG01918 2 4.402 2.201 0 0 0 0 0 0 2 PEL AMR
HG01920 3 11.387 3.79567 0 0 0 0 0 0 1 PEL AMR
HG01921 1 3.426 3.426 0 0 0 0 0 0 2 PEL AMR
HG01923 7 24.278 3.46829 0 0 0 0 0 0 1 PEL AMR
HG01924 3 7.732 2.57733 0 0 0 0 0 0 2 PEL AMR
HG01926 3 10.609 3.53633 0 0 0 0 0 0 1 PEL AMR
HG01927 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG01932 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01933 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG01935 9 38.23 4.24778 0 0 0 0 0 0 1 PEL AMR
HG01936 1 2.451 2.451 0 0 0 0 0 0 2 PEL AMR
HG01938 2 5.928 2.964 0 0 0 0 0 0 1 PEL AMR
HG01939 1 2.483 2.483 0 0 0 0 0 0 2 PEL AMR
HG01941 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01942 1 2.186 2.186 0 0 0 0 0 0 2 PEL AMR
HG01944 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01945 1 2.279 2.279 0 0 0 0 0 0 2 PEL AMR
HG01947 3 9.893 3.29767 0 0 0 0 0 0 1 PEL AMR
HG01948 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG01950 2 8.481 4.2405 0 0 0 0 0 0 1 PEL AMR
HG01951 6 20.104 3.35067 0 0 0 0 0 0 2 PEL AMR
HG01953 9 27.912 3.10133 0 0 0 0 0 0 1 PEL AMR
HG01954 2 4.834 2.417 0 0 0 0 0 0 2 PEL AMR
HG01956 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG01958 1 3.419 3.419 0 0 0 0 0 0 2 ACB AFR
HG01961 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01965 1 2.329 2.329 0 0 0 0 0 0 2 PEL AMR
HG01967 1 2.48 2.48 0 0 0 0 0 0 1 PEL AMR
HG01968 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG01970 68 306.041 4.5006 5 62.408 12.4816 0 0 0 1 PEL AMR
HG01971 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG01973 1 2.195 2.195 0 0 0 0 0 0 2 PEL AMR
HG01974 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01976 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG01977 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01979 1 3.491 3.491 0 0 0 0 0 0 1 PEL AMR
HG01980 2 4.936 2.468 0 0 0 0 0 0 2 PEL AMR
HG01982 1 4.182 4.182 0 0 0 0 0 0 1 PEL AMR
HG01983 1 2.264 2.264 0 0 0 0 0 0 2 PEL AMR
HG01985 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG01986 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG01988 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG01989 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG01990 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG01991 0 0 0 0 0 0 0 0 0 1 PEL AMR
HG01992 1 4.075 4.075 0 0 0 0 0 0 2 PEL AMR
HG01997 2 4.686 2.343 0 0 0 0 0 0 2 PEL AMR
HG02002 1 3.607 3.607 0 0 0 0 0 0 1 PEL AMR
HG02003 9 30.947 3.43856 0 0 0 0 0 0 2 PEL AMR
HG02006 0 0 0 0 0 0 0 0 0 2 PEL AMR
HG02008 1 2.536 2.536 0 0 0 0 0 0 1 PEL AMR
HG02009 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG02010 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG02012 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG02013 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG02014 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG02016 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG02017 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG02019 2 4.646 2.323 0 0 0 0 0 0 2 KHV EAS
HG02020 1 2.106 2.106 0 0 0 0 0 0 1 KHV EAS
HG02023 1 5.763 5.763 0 0 0 0 0 0 1 KHV EAS
HG02025 3 8.164 2.72133 0 0 0 0 0 0 2 KHV EAS
HG02026 2 6.176 3.088 0 0 0 0 0 0 1 KHV EAS
HG02028 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG02029 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG02031 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG02032 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG02035 1 2.015 2.015 0 0 0 0 0 0 1 KHV EAS
HG02040 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG02047 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG02048 1 2.491 2.491 0 0 0 0 0 0 2 KHV EAS
HG02049 3 7.862 2.62067 0 0 0 0 0 0 2 KHV EAS
HG02050 2 5.121 2.5605 0 0 0 0 0 0 1 KHV EAS
HG02051 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG02052 1 4.178 4.178 0 0 0 0 0 0 2 ACB AFR
HG02053 0 0 0 0 0 0 0 0 0 1 ACB AFR
HG02054 0 0 0 0 0 0 0 0 0 2 ACB AFR
HG02057 1 2.711 2.711 0 0 0 0 0 0 2 KHV EAS
HG02058 1 3.654 3.654 0 0 0 0 0 0 1 KHV EAS
HG02060 1 2.576 2.576 0 0 0 0 0 0 2 KHV EAS
HG02061 2 5.948 2.974 0 0 0 0 0 0 1 KHV EAS
HG02064 1 2.58 2.58 0 0 0 0 0 0 1 KHV EAS
HG02067 1 2.462 2.462 0 0 0 0 0 0 1 KHV EAS
HG02069 0 0 0 0 0 0 0 0 0 2 KHV EAS
HG02070 1 2.495 2.495 0 0 0 0 0 0 1 KHV EAS
HG02072 2 5.491 2.7455 0 0 0 0 0 0 2 KHV EAS
HG02073 0 0 0 0 0 0 0 0 0 1 KHV EAS
HG02075 1 2.313 2.313 0 0 0 0 0 0 2 KHV EAS
HG02076 1 4.107 4.107 0 0 0 0 0 0 1 KHV EAS
